,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
23,Ladder_CrownRush,20211010T010856.000Z,eXeF,T.S.E.⚡巴萨,1,0,Graveyard,Knight,Baby Dragon,Tornado,Barbarian Barrel,Goblin Cage,Poison,Mega Minion,The Log,Guards,Furnace,Inferno Tower,Dark Prince,Miner,Fireball,Minion Horde
24,Ladder_CrownRush,20211010T010457.000Z,eXeF,LUCAS,1,0,Graveyard,Knight,Baby Dragon,Tornado,Barbarian Barrel,Goblin Cage,Poison,Mega Minion,Bats,The Log,Tesla,Spear Goblins,Fireball,Wall Breakers,Miner,Valkyrie
0,Ladder,20211013T183256.000Z,Real Madrid,dragon gf,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Freeze,Princess,Musketeer,Valkyrie,Hog Rider,Mini P.E.K.K.A,Arrows,The Log
1,Ladder,20211013T182708.000Z,Real Madrid,Super Javi,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Fireball,Bandit,P.E.K.K.A,Royal Ghost,Electro Wizard,Skeleton Dragons,Zap,Battle Ram
2,Ladder,20211013T182228.000Z,Real Madrid,⭐️King⭐️Texas⚡️,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Bandit,Electro Wizard,Inferno Dragon,Fireball,Giant Snowball,Barbarian Barrel,Mega Knight,Ram Rider
3,Ladder,20211013T153917.000Z,Real Madrid,スイッチ,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Ice Spirit,The Log,X-Bow,Archers,Skeletons,Tesla,Fireball,Ice Golem
4,Ladder,20211013T151925.000Z,Real Madrid,NS丨摇曳の<c2>灯火,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Prince,Rascals,Goblin Gang,Princess,Dart Goblin,The Log,Rocket,Goblin Barrel
5,Ladder,20211012T162155.000Z,Real Madrid,S I,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Three Musketeers,Royal Ghost,Bandit,Hunter,Royal Hogs,Ice Golem,Heal Spirit,Barbarian Barrel
6,Ladder,20211012T161622.000Z,Real Madrid,Logbait God,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Princess,The Log,Knight,Goblin Gang,Electro Spirit,Goblin Barrel,Rocket,Inferno Tower
7,Ladder,20211012T122720.000Z,Real Madrid,超アツヤマ,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Spear Goblins,Wall Breakers,Magic Archer,Tornado,The Log,Miner,Valkyrie,Tesla
8,Ladder,20211012T122126.000Z,Real Madrid,™ Bewar ™,1,2,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Mega Minion,Lava Hound,Skeleton Dragons,Fireball,Tombstone,Balloon,Barbarians,Zap
9,Ladder,20211012T121619.000Z,Real Madrid,FN｜不羁lc,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Baby Dragon,Heal Spirit,Elixir Golem,Battle Healer,Electro Dragon,Tornado,Barbarian Barrel,Barbarian Hut
10,Ladder,20211012T120822.000Z,Real Madrid,Schattentöter,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,X-Bow,Archers,Tesla,The Log,Electro Spirit,Fireball,Skeletons,Knight
11,Ladder,20211012T120457.000Z,Real Madrid,M O R E N O,1,3,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Lava Hound,Inferno Dragon,Balloon,Tombstone,Fireball,Zap,Minions,Barbarians
12,Ladder,20211012T115400.000Z,Real Madrid,Bidzo™,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Ice Golem,Hog Rider,Musketeer,Fire Spirit,Skeletons,Cannon,Fireball,The Log
13,Ladder,20211012T101434.000Z,Real Madrid,超アツヤマ,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Spear Goblins,Wall Breakers,Magic Archer,Tornado,The Log,Miner,Valkyrie,Tesla
14,Ladder,20211012T101139.000Z,Real Madrid,anarchy,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Balloon,Hunter,Miner,Ice Golem,Giant Snowball,Bats,The Log,Royal Delivery
15,Challenge,20211011T192643.000Z,Real Madrid,Victory_Being,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Goblin Cage,Mega Minion,Balloon,Miner,Ice Golem,Inferno Dragon,Fireball,Zap
16,Challenge,20211011T185803.000Z,Real Madrid,산티아고,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Royal Hogs,Royal Recruits,Zappies,Flying Machine,Goblin Cage,Fireball,Arrows,Barbarian Barrel
17,TeamVsTeamLadder,20211011T155009.000Z,RealMadrid mini,abdullah,0,3,Musketeer,Hog Rider,Fireball,Ice Golem,Ice Spirit,Skeletons,Cannon,The Log,Guards,Fireball,Hog Rider,Dark Prince,Wizard,The Log,Clone,Magic Archer
18,Challenge,20211011T141618.000Z,Real Madrid,pei,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Barbarian Barrel,Fireball,Zappies,Flying Machine,Royal Recruits,Arrows,Royal Hogs,Goblin Cage
19,Challenge,20211011T141316.000Z,Real Madrid,sui7up,1,2,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Lava Hound,Balloon,Skeleton Dragons,Arrows,Miner,Barbarians,Mega Minion,Flying Machine
20,Challenge,20211011T140918.000Z,Real Madrid,Bandit,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Fireball,Electro Spirit,Skeletons,Royal Giant,Mega Minion,Mother Witch,Fisherman,The Log
21,Challenge,20211011T140508.000Z,Real Madrid,ゼロツー,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Tesla,Rocket,Ice Spirit,The Log,Goblin Barrel,Skeletons,Knight,Princess
22,Challenge,20211011T140122.000Z,Real Madrid,Silver_Thor13,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Bandit,Dark Prince,Baby Dragon,Prince,Cannon Cart,Electro Wizard,Fireball,Bowler
23,Challenge,20211011T135645.000Z,Real Madrid,ゆーとー,2,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Giant Skeleton,Goblin Barrel,Bomber,Mother Witch,Skeleton Barrel,Arrows,Zappies,Skeleton Army
24,Challenge,20211011T135321.000Z,Real Madrid,Arian22,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Electro Spirit,Skeletons,Cannon,The Log,Tesla,Hog Rider,Firecracker,Mini P.E.K.K.A,Earthquake,The Log,Skeletons,Electro Spirit
0,Ladder,20211013T170351.000Z,♡｜Mastani✨,Mannuel™,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Fisherman,Skeletons,Mega Minion,Mother Witch,Electro Spirit,The Log,Fireball,Royal Giant
1,Ladder,20211013T170029.000Z,♡｜Mastani✨,BS I Zerkii,0,1,Hog Rider,Bats,The Log,Princess,Rocket,Mini P.E.K.K.A,Ice Golem,Electro Spirit,Skeletons,Tesla,X-Bow,Archers,Knight,Fireball,Electro Spirit,The Log
2,Ladder,20211013T165425.000Z,♡｜Mastani✨,el magia belico,0,3,Hog Rider,Bats,The Log,Princess,Rocket,Mini P.E.K.K.A,Ice Golem,Electro Spirit,Goblin Giant,Sparky,Mega Minion,Elite Barbarians,Heal Spirit,Mother Witch,Zap,Rage
3,Ladder,20211013T165201.000Z,♡｜Mastani✨,Hxm❤️Bandit,0,1,Hog Rider,Bats,The Log,Princess,Rocket,Mini P.E.K.K.A,Ice Golem,Electro Spirit,Barbarian Barrel,Royal Ghost,Ice Golem,Three Musketeers,Sparky,Hunter,Royal Hogs,Heal Spirit
4,Challenge,20211013T164551.000Z,♡｜Mastani✨,杰尼蛙,1,0,Hog Rider,Bats,The Log,Princess,Rocket,Mini P.E.K.K.A,Ice Golem,Electro Spirit,Valkyrie,Hog Rider,Firecracker,Tesla,Skeletons,Fire Spirit,The Log,Earthquake
5,Challenge,20211013T164218.000Z,♡｜Mastani✨,冰糖没雪梨,1,0,Hog Rider,Bats,The Log,Princess,Rocket,Mini P.E.K.K.A,Ice Golem,Electro Spirit,Sparky,Rage,Wizard,Mini P.E.K.K.A,Dark Prince,Elixir Collector,Minion Horde,Giant
6,Challenge,20211013T163838.000Z,♡｜Mastani✨,ԹԵԾԲԵՏ,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Rocket,The Log,Tornado,Executioner,Valkyrie,Hog Rider,Ice Spirit,Guards
7,Challenge,20211010T154248.000Z,♡｜Mastani✨,Sin Nombre,1,3,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Electro Wizard,Dark Prince,Prince,Mega Minion,Fireball,Giant,Zap,Miner
8,Challenge,20211010T154052.000Z,♡｜Mastani✨,Inferno Dragon,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Goblin Barrel,Ice Spirit,Goblin Gang,Knight,Inferno Tower,Fireball,The Log,Princess
9,Challenge,20211010T153639.000Z,♡｜Mastani✨,マリンガン松坂,1,3,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Zap,Goblin Gang,Dark Prince,Prince,Fireball,Spear Goblins,Bats,Goblin Giant
10,Challenge,20211010T153342.000Z,♡｜Mastani✨,bring it on,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,X-Bow,Knight,Archers,Ice Spirit,Skeletons,Tesla,Fireball,The Log
11,Challenge,20211010T152900.000Z,♡｜Mastani✨,nego bala 777,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Bandit,Electro Wizard,Inferno Dragon,Mega Knight,Poison,Ram Rider,Royal Ghost,Zap
12,Challenge,20211010T142115.000Z,♡｜Mastani✨,peace I がねくん,1,2,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Elite Barbarians,Cannon Cart,Flying Machine,Mother Witch,Goblin Hut,Furnace,Fireball,Barbarian Barrel
13,Challenge,20211010T141724.000Z,♡｜Mastani✨,Dbershad,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Minions,Goblin Hut,Lava Hound,Princess,The Log,Electro Dragon,Poison,Mirror
14,Challenge,20211010T141302.000Z,♡｜Mastani✨,Xavyer,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Royal Ghost,Zappies,Cannon Cart,Mega Knight,Flying Machine,Mother Witch,Goblin Hut,Furnace
15,Challenge,20211010T140952.000Z,♡｜Mastani✨,welcometoclan,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Knight,Archers,X-Bow,Tesla,Skeletons,Fireball,Electro Spirit,The Log
16,Challenge,20211010T140627.000Z,♡｜Mastani✨,yiyiyzl,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Dark Prince,Goblin Hut,Mega Knight,Flying Machine,Furnace,Mega Minion,Barbarian Barrel,Fireball
17,Challenge,20211010T140122.000Z,♡｜Mastani✨,Enry581,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Lightning,Rage,Furnace,Knight,Witch,Mini P.E.K.K.A,Valkyrie,Wizard
18,Challenge,20211010T100456.000Z,♡｜Mastani✨,yousef,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Prince,Wall Breakers,Mega Knight,Skeleton Army,Princess,Wizard,Bats,Bomber
19,Challenge,20211010T100036.000Z,♡｜Mastani✨,超凡大璇风,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,P.E.K.K.A,Bomb Tower,Hog Rider,Wizard,Spear Goblins,Bats,Zap,Arrows
20,Challenge,20211010T095525.000Z,♡｜Mastani✨,Turkish Power,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Mega Knight,Goblin Cage,Arrows,Bandit,Princess,Bats,Electro Wizard,Royal Hogs
21,Challenge,20211010T095011.000Z,♡｜Mastani✨,♥️♥️♥️♥️,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Freeze,Valkyrie,Wizard,Witch,Hog Rider,Goblin Barrel,Mega Knight,Mini P.E.K.K.A
22,Challenge,20211010T094632.000Z,♡｜Mastani✨,hunter,3,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Skeleton Barrel,Wall Breakers,Guards,Musketeer,Knight,Bomber,P.E.K.K.A,Dart Goblin
23,Challenge,20211010T094325.000Z,♡｜Mastani✨,GROHK96,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,X-Bow,Tesla,Mother Witch,Knight,Flying Machine,Valkyrie,Fireball,Inferno Dragon
24,Challenge,20211010T093903.000Z,♡｜Mastani✨,Hacher,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,X-Bow,Knight,Archers,Ice Spirit,Skeletons,Tesla,Fireball,The Log
0,Ladder,20211013T145138.000Z,Onaya❤️Hog,Muhammed❤️الله,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Hunter,Firecracker,Heal Spirit,Barbarians,The Log,Earthquake,Royal Delivery,Royal Hogs
1,Ladder,20211013T144549.000Z,Onaya❤️Hog,good bye life,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Bomber,Lumberjack,Mega Minion,Tornado,Golem,Elite Barbarians,Baby Dragon,Electro Dragon
2,Ladder,20211013T144237.000Z,Onaya❤️Hog,Simone,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Rocket,Goblin Barrel,Minion Horde,Goblin Hut,Prince,Skeleton Army,Valkyrie,Arrows
3,Ladder,20211013T143710.000Z,Onaya❤️Hog,BigJaspTV ⚡,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,P.E.K.K.A,Bandit,Dark Prince,Ram Rider,Magic Archer,Electro Wizard,Zap,Fireball
4,Ladder,20211013T142800.000Z,Onaya❤️Hog,♠️11_DĄVĮD_11♠️,3,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Inferno Dragon,Rascals,Hog Rider,Fireball,Mortar,Goblin Gang,Bats,The Log
5,Ladder,20211013T142518.000Z,Onaya❤️Hog,Hicham❤Snipe,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Giant,Sparky,Minion Horde,Zap,Bats,Arrows,Mini P.E.K.K.A,Skeleton Army
6,Ladder,20211013T142044.000Z,Onaya❤️Hog,TQ iAmJP,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Bandit,Electro Wizard,Fireball,Inferno Dragon,Magic Archer,Mega Knight,Mother Witch,Ram Rider
7,Ladder,20211013T141641.000Z,Onaya❤️Hog,sachan,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Arrows,Guards,Miner,Goblin Cage,Mega Minion,Skeleton Dragons,Flying Machine,Lava Hound
8,Ladder,20211013T141242.000Z,Onaya❤️Hog,Aka,0,1,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Electro Spirit,Skeletons,Balloon,Valkyrie,Miner,Zap,Tornado,Executioner
9,TeamVsTeamLadder,20211013T135619.000Z,Onaya❤️Hog,Bossinator2005,3,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,P.E.K.K.A,Zap,Fireball,Ice Spirit,Electro Wizard,Skeletons,Prince,Cannon
10,TeamVsTeamLadder,20211013T135254.000Z,Onaya❤️Hog,KEVIN CL,0,2,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Skeletons,Electro Spirit,The Log,Archers,Knight,X-Bow,Tesla,Fireball
11,TeamVsTeamLadder,20211013T134938.000Z,Onaya❤️Hog,DIDO:),0,1,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Barbarians,Electro Wizard,Minions,Mini P.E.K.K.A,Princess,Zap,The Log,Royal Giant
12,TeamVsTeamLadder,20211013T134246.000Z,Onaya❤️Hog,emer,0,3,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Dark Prince,Barbarian Barrel,Baby Dragon,Inferno Dragon,Royal Ghost,Bandit,Giant Snowball,Battle Ram
13,TeamVsTeamLadder,20211013T134030.000Z,Onaya❤️Hog,Savage,0,3,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Elite Barbarians,Dark Prince,Ice Spirit,Magic Archer,Executioner,Royal Ghost,Fire Spirit,Bowler
14,TeamVsTeamLadder,20211013T133635.000Z,Onaya❤️Hog,Dendé,1,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Freeze,Hog Rider,Electro Wizard,Fireball,Rage,Elite Barbarians,Minion Horde,Skeleton Army
15,TeamVsTeamLadder,20211013T133252.000Z,Onaya❤️Hog,full counter,1,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Mirror,Mini P.E.K.K.A,Clone,Heal Spirit,Skeletons,Tornado,Tesla,The Log
16,TeamVsTeamLadder,20211013T132916.000Z,Onaya❤️Hog,TTV BUBBATAVO,0,1,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Firecracker,Mega Knight,The Log,Goblin Barrel,Skeleton Army,Wizard,Hog Rider,Tesla
17,TeamVsTeamLadder,20211013T132419.000Z,Onaya❤️Hog,市委书记李达康,0,1,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Bomber,Electro Giant,Giant Snowball,Fire Spirit,Electro Spirit,Rage,Zap,Ice Spirit
18,TeamVsTeamLadder,20211013T132103.000Z,Onaya❤️Hog,IoanaB,3,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Mega Knight,Bomb Tower,Spear Goblins,Skeleton Barrel,Lumberjack,Balloon,Zap,Bats
19,CW_Battle_1v1,20211013T125044.000Z,Onaya❤️Hog,Young,1,0,Ice Golem,Hog Rider,Musketeer,Cannon,Ice Spirit,Skeletons,Fireball,The Log,Goblin Hut,Elite Barbarians,Furnace,Mother Witch,Flying Machine,Fireball,Skeletons,Cannon Cart
20,TeamVsTeamLadder,20211013T123222.000Z,Onaya❤️Hog,oman,1,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Magic Archer,Ram Rider,Mother Witch,The Log,Mini P.E.K.K.A,Goblin Drill,Skeleton Army,Bats
21,TeamVsTeamLadder,20211013T122810.000Z,Onaya❤️Hog,Pogbooum,1,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Princess,The Log,Magic Archer,Bowler,Witch,Bats,Valkyrie,Baby Dragon
22,TeamVsTeamLadder,20211013T122451.000Z,Onaya❤️Hog,法国吃蛋糕,1,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,The Log,Balloon,Skeleton Army,Arrows,Baby Dragon,Valkyrie,Knight,Bats
23,TeamVsTeamLadder,20211013T121820.000Z,Onaya❤️Hog,its_je_boy_mink,2,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,Mega Knight,Sparky,P.E.K.K.A,Bowler,Giant Skeleton,Electro Giant,Royal Giant,Royal Recruits
24,TeamVsTeamLadder,20211013T121503.000Z,Onaya❤️Hog,Smacks,1,0,Miner,Ice Wizard,Valkyrie,Tesla,Tornado,Skeletons,Fireball,The Log,The Log,Rage,Mirror,Clone,Skeleton Barrel,Tesla,Mother Witch,Dark Prince
0,Friendly,20211013T190058.000Z,CHN丨Clappix✨,あかさた(๑˃̵ᴗ˂̵)و,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Skeletons,Goblin Barrel,Valkyrie,Electro Spirit,Rocket,Princess,The Log,Tesla
1,Ladder,20211013T180008.000Z,CHN丨Clappix✨,Maxcol❤,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,P.E.K.K.A,Electro Wizard,Minions,Zap,Dark Prince,Bandit,Battle Ram,Fireball
2,Ladder,20211013T175537.000Z,CHN丨Clappix✨,RiotRiotRiot,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Zappies,Skeleton Barrel,Cannon Cart,Giant Skeleton,Tornado,Clone,Fisherman,Witch
3,Ladder,20211013T174749.000Z,CHN丨Clappix✨,Megalodon,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Musketeer,Cannon,Fireball,Hog Rider,Skeletons,Ice Spirit,The Log,Ice Golem
4,Ladder,20211013T174255.000Z,CHN丨Clappix✨,Dam!,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Musketeer,The Log,Hog Rider,Cannon,Skeletons,Ice Golem,Ice Spirit,Fireball
5,Ladder,20211013T173808.000Z,CHN丨Clappix✨,CoCoMan,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Skeleton Barrel,Fireball,The Log,Bomb Tower,Goblin Barrel,Skeletons,Knight,Dart Goblin
6,Ladder,20211013T173244.000Z,CHN丨Clappix✨,Noah,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Electro Giant,Dark Prince,Inferno Dragon,Mother Witch,Bomber,Goblin Cage,Tornado,Lightning
7,TeamVsTeamLadder,20211013T163421.000Z,Dieguinho,LOLKA,0,3,X-Bow,Knight,Archers,Electro Spirit,Skeletons,Tesla,Fireball,The Log,Valkyrie,Princess,Goblin Barrel,Goblin Gang,Rocket,Ice Spirit,The Log,Tesla
8,Ladder,20211013T141141.000Z,CHN丨Clappix✨,Valky❤️rage,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Elite Barbarians,Goblin Giant,Mega Minion,Heal Spirit,Mother Witch,Rage,Sparky,Zap
9,Ladder,20211013T140759.000Z,CHN丨Clappix✨,ＣＲＡＺＹ ＨＵＬＫ•שטן•,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Heal Spirit,Royal Ghost,Bandit,Elite Barbarians,Battle Ram,Mother Witch,Magic Archer,Barbarian Barrel
10,Ladder,20211013T140404.000Z,CHN丨Clappix✨,徳島の希望 l Ryu2,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Skeletons,Fire Spirit,Firecracker,Tesla,Valkyrie,Hog Rider,Earthquake,The Log
11,Ladder,20211013T132357.000Z,CHN丨Clappix✨,Arson,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Baby Dragon,Barbarian Barrel,Cannon Cart,Electro Dragon,Golem,Lumberjack,Mega Minion,Tornado
12,Ladder,20211013T131938.000Z,CHN丨Clappix✨,Nova I Arma™,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Knight,Rocket,Goblin Gang,The Log,Ice Spirit,Goblin Barrel,Inferno Tower,Princess
13,Ladder,20211013T131404.000Z,CHN丨Clappix✨,guti,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Electro Wizard,Mega Minion,Dark Prince,Miner,Zap,Fireball,Giant,Prince
14,Friendly,20211013T130622.000Z,CHN丨Clappix✨,Danyal,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Valkyrie,Goblin Drill,Skeletons,Fireball,Bomber,Fire Spirit,Tesla,The Log
15,Friendly,20211013T130139.000Z,CHN丨Clappix✨,Danyal,1,0,Skeletons,Fire Spirit,Fireball,Goblin Drill,The Log,Valkyrie,Tesla,Bomber,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
16,Friendly,20211013T123803.000Z,CHN丨Clappix✨,Danyal,1,0,Royal Hogs,Mother Witch,The Log,Cannon Cart,Skeleton Dragons,Skeletons,Goblin Cage,Fireball,Goblin Drill,Bandit,Royal Ghost,Bomber,Tesla,Fireball,Skeletons,The Log
17,Friendly,20211013T123409.000Z,CHN丨Clappix✨,Danyal,1,0,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Knight,X-Bow,The Log,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log
18,Ladder,20211013T122834.000Z,CHN丨Clappix✨,Carlos07♡,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,P.E.K.K.A,Ram Rider,Electro Wizard,Bandit,Fireball,Barbarian Barrel,Dark Prince,Mother Witch
19,Ladder,20211013T122259.000Z,CHN丨Clappix✨,ㅤㅤ,0,3,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Mega Knight,Prince,Elite Barbarians,Arrows,Rage,Wizard,Bandit,Bats
20,Ladder,20211013T122133.000Z,CHN丨Clappix✨,Dinosaur,0,1,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Lumberjack,Giant Snowball,Ice Golem,Bats,Balloon,Ice Spirit,Musketeer,Barbarian Barrel
21,Ladder,20211013T121641.000Z,CHN丨Clappix✨,clashwithGARRY,1,0,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,X-Bow,Knight,Archers,Fireball,Skeletons,Electro Spirit,The Log,Tesla
22,Ladder,20211013T120802.000Z,CHN丨Clappix✨,NOVA I LENNON,1,2,Ice Golem,Cannon,Musketeer,Fireball,Skeletons,Ice Spirit,Hog Rider,The Log,Golem,Witch,Electro Wizard,Graveyard,Miner,Giant Snowball,Arrows,Mega Minion
