,Clusters number,Deck
1019,75,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1020,75,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1021,75,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1022,75,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1023,76,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1024,76,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1025,76,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1026,76,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1027,76,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1028,76,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
1029,76,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1030,76,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1031,76,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1032,76,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1033,76,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1034,76,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1035,76,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1036,76,"['Lava Hound', 'Inferno Dragon', 'Valkyrie', 'Flying Machine', 'Royal Ghost', 'Barbarian Barrel', 'Electro Spirit', 'Heal Spirit']"
1037,76,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1038,76,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1039,76,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1040,76,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1041,76,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1042,76,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1043,76,"['Musketeer', 'Valkyrie', 'Hog Rider', 'Fireball', 'Minions', 'Cannon', 'Bomber', 'Zap']"
1044,76,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1045,76,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
1046,76,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1047,76,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1048,76,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1049,76,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1050,76,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1051,76,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
1052,76,"['Three Musketeers', 'Elixir Collector', 'Giant', 'Minion Horde', 'Dark Prince', 'Goblin Gang', 'Zap', 'Heal Spirit']"
1053,76,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1054,76,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1055,76,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1056,76,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1057,77,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1058,77,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1059,77,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1060,77,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1061,77,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1062,77,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
1063,77,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1064,77,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1065,77,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1066,77,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1067,77,"['Inferno Tower', 'Mini P.E.K.K.A', 'Miner', 'Princess', 'Goblins', 'The Log', 'Zap', 'Fire Spirit']"
1068,77,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1069,77,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1070,77,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1071,77,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1072,77,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1073,77,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1074,77,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1075,77,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1076,77,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1077,77,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1078,77,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
1079,77,"['P.E.K.K.A', 'Executioner', 'Musketeer', 'Hog Rider', 'Skeleton Army', 'Tornado', 'Arrows', 'Bats']"
1080,77,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1081,77,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1082,77,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1083,77,"['Royal Giant', 'Dark Prince', 'Valkyrie', 'Poison', 'Fireball', 'Guards', 'Arrows', 'Spear Goblins']"
1084,77,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1085,77,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1086,77,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
1087,77,"['Three Musketeers', 'Barbarians', 'Mother Witch', 'Dark Prince', 'Skeleton Army', 'Elixir Golem', 'Tornado', 'Barbarian Barrel']"
1088,77,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1089,77,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1090,77,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1091,77,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1092,78,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1093,78,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1094,78,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1095,78,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1096,78,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1097,78,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
1098,78,"['Elite Barbarians', 'Giant', 'Barbarians', 'Hog Rider', 'Bandit', 'Wall Breakers', 'The Log', 'Skeletons']"
1099,78,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1100,78,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1101,78,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1102,78,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1103,78,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1104,78,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1105,78,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1106,78,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1107,78,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1108,78,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1109,78,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1110,78,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1111,78,"['Minion Horde', 'Graveyard', 'Dark Prince', 'Musketeer', 'Tesla', 'Mega Minion', 'Tornado', 'Zap']"
1112,78,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1113,78,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1114,78,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
1115,78,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1116,78,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1117,78,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1118,78,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1119,78,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1120,78,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
1121,78,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
1122,78,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1123,78,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1124,78,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1125,78,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1126,79,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1127,79,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1128,79,"['Barbarians', 'Lumberjack', 'Baby Dragon', 'Musketeer', 'Valkyrie', 'Fireball', 'Tornado', 'Wall Breakers']"
1129,79,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1130,79,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1131,79,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1132,79,"['Electro Giant', 'Lightning', 'Inferno Dragon', 'Mother Witch', 'Dark Prince', 'Goblin Cage', 'Tornado', 'Bomber']"
1133,79,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1134,79,"['Goblin Hut', 'Graveyard', 'Electro Wizard', 'Baby Dragon', 'Valkyrie', 'Fireball', 'Royal Delivery', 'Barbarian Barrel']"
1135,79,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1136,79,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1137,79,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1138,79,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1139,79,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1140,79,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1141,79,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1142,79,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1143,79,"['Mega Knight', 'Lava Hound', 'Royal Recruits', 'Royal Giant', 'Executioner', 'Goblin Barrel', 'Clone', 'Arrows']"
1144,79,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1145,79,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1146,79,"['Mega Knight', 'Royal Hogs', 'Magic Archer', 'Flying Machine', 'Goblin Cage', 'Fireball', 'Bandit', 'Mega Minion']"
1147,79,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1148,79,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1149,79,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1150,79,"['P.E.K.K.A', 'Elite Barbarians', 'Electro Wizard', 'Mother Witch', 'Battle Ram', 'Fireball', 'Fisherman', 'Zap']"
1151,79,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1152,79,"['P.E.K.K.A', 'Ram Rider', 'Electro Wizard', 'Mother Witch', 'Dark Prince', 'Fireball', 'Bandit', 'Barbarian Barrel']"
1153,79,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1154,79,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
1155,79,"['Rocket', 'Mortar', 'Archers', 'Knight', 'Tornado', 'The Log', 'Skeletons', 'Ice Spirit']"
1156,79,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1157,79,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1158,79,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1159,79,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
1160,79,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
1161,79,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1162,79,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1163,79,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1164,79,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1165,80,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1166,80,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1167,80,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1168,80,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1169,80,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1170,80,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1171,80,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
1172,80,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Fireball', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1173,80,"['Graveyard', 'Baby Dragon', 'Goblin Cage', 'Poison', 'Ice Wizard', 'Knight', 'Tornado', 'Barbarian Barrel']"
1174,80,"['Inferno Tower', 'Valkyrie', 'Goblin Drill', 'Fireball', 'Wall Breakers', 'Spear Goblins', 'The Log', 'Fire Spirit']"
1175,80,"['Lava Hound', 'Balloon', 'Barbarians', 'Inferno Dragon', 'Skeleton Dragons', 'Miner', 'Arrows', 'Zap']"
1176,80,"['Lava Hound', 'Flying Machine', 'Skeleton Dragons', 'Goblin Cage', 'Miner', 'Guards', 'Mega Minion', 'Arrows']"
1177,80,"['Magic Archer', 'Valkyrie', 'Bomb Tower', 'Miner', 'Tornado', 'Wall Breakers', 'Spear Goblins', 'The Log']"
1178,80,"['Mega Knight', 'Balloon', 'Hunter', 'Miner', 'Fisherman', 'Mega Minion', 'Tombstone', 'Arrows']"
1179,80,"['Mega Knight', 'Ram Rider', 'Inferno Dragon', 'Electro Wizard', 'Poison', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1180,80,"['Mega Knight', 'Royal Giant', 'Prince', 'Princess', 'Skeleton Army', 'Dart Goblin', 'Goblin Barrel', 'Bats']"
1181,80,"['Mega Knight', 'Sparky', 'Prince', 'Wizard', 'Inferno Dragon', 'Skeleton Army', 'Skeleton Barrel', 'Fire Spirit']"
1182,80,"['Musketeer', 'Hog Rider', 'Fireball', 'Cannon', 'Ice Golem', 'The Log', 'Skeletons', 'Ice Spirit']"
1183,80,"['P.E.K.K.A', 'Electro Wizard', 'Magic Archer', 'Battle Ram', 'Fireball', 'Royal Ghost', 'Bandit', 'Zap']"
1184,80,"['P.E.K.K.A', 'Lightning', 'Ram Rider', 'Electro Wizard', 'Baby Dragon', 'Bandit', 'Barbarian Barrel', 'Giant Snowball']"
1185,80,"['Prince', 'Giant', 'Electro Wizard', 'Dark Prince', 'Fireball', 'Miner', 'Mega Minion', 'Zap']"
1186,80,"['Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Lumberjack', 'Fireball', 'Bandit', 'Ice Golem', 'Barbarian Barrel']"
1187,80,"['Rocket', 'Valkyrie', 'Tesla', 'Princess', 'Goblin Barrel', 'The Log', 'Skeletons', 'Electro Spirit']"
1188,80,"['Royal Giant', 'Lightning', 'Lumberjack', 'Baby Dragon', 'Goblin Cage', 'Mega Minion', 'Barbarian Barrel', 'Electro Spirit']"
1189,80,"['Royal Giant', 'Mother Witch', 'Fireball', 'Fisherman', 'Mega Minion', 'The Log', 'Skeletons', 'Electro Spirit']"
1190,80,"['Royal Giant', 'Mother Witch', 'Hunter', 'Fireball', 'Fisherman', 'The Log', 'Skeletons', 'Electro Spirit']"
1191,80,"['Royal Recruits', 'Elite Barbarians', 'Valkyrie', 'Hog Rider', 'Goblin Drill', 'Bomber', 'The Log', 'Barbarian Barrel']"
1192,80,"['Royal Recruits', 'Royal Hogs', 'Flying Machine', 'Zappies', 'Goblin Cage', 'Fireball', 'Arrows', 'Barbarian Barrel']"
1193,80,"['Sparky', 'Goblin Giant', 'Elite Barbarians', 'Electro Wizard', 'Dark Prince', 'Mega Minion', 'Rage', 'Zap']"
1194,80,"['Three Musketeers', 'Elixir Collector', 'Giant', 'Minion Horde', 'Dark Prince', 'Goblin Gang', 'Zap', 'Heal Spirit']"
1195,80,"['Three Musketeers', 'Elixir Collector', 'Hunter', 'Royal Ghost', 'Bandit', 'Ice Golem', 'Barbarian Barrel', 'Heal Spirit']"
1196,80,"['Valkyrie', 'Hog Rider', 'Tesla', 'Firecracker', 'Earthquake', 'The Log', 'Skeletons', 'Fire Spirit']"
1197,80,"['X-Bow', 'Rocket', 'Valkyrie', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons']"
1198,80,"['X-Bow', 'Tesla', 'Fireball', 'Archers', 'Knight', 'The Log', 'Skeletons', 'Electro Spirit']"
1199,81,"['Balloon', 'Electro Dragon', 'Bowler', 'Inferno Dragon', 'Lumberjack', 'Freeze', 'Tornado', 'Barbarian Barrel']"
1200,81,"['Balloon', 'Musketeer', 'Bomb Tower', 'Miner', 'Ice Golem', 'Barbarian Barrel', 'Giant Snowball', 'Skeletons']"
1201,81,"['Bomb Tower', 'Fireball', 'Miner', 'Knight', 'Wall Breakers', 'Spear Goblins', 'Bats', 'The Log']"
1202,81,"['Cannon Cart', 'Minion Horde', 'Mortar', 'Fireball', 'Miner', 'Goblin Gang', 'Spear Goblins', 'The Log']"
1203,81,"['Cannon Cart', 'Royal Hogs', 'Mother Witch', 'Skeleton Dragons', 'Goblin Cage', 'Fireball', 'The Log', 'Skeletons']"
1204,81,"['Goblin Giant', 'Prince', 'Dark Prince', 'Fireball', 'Goblin Gang', 'Spear Goblins', 'Bats', 'Zap']"
1205,81,"['Golem', 'Electro Dragon', 'Cannon Cart', 'Lumberjack', 'Baby Dragon', 'Mega Minion', 'Tornado', 'Barbarian Barrel']"
